Step FractureName TipNr TipX TipY TipZ KI KII KIII G Phi Psi
1 FRACTURE_2_S 1 -0.0315961 1.29619 0.497399 2.91716e+009 -8.97189e+007 -1.80424e+008 4.03346e+008 3.88537 4.30961
1 FRACTURE_2_S 2 0.0518605 1.49083 0.498987 2.99327e+009 -1.49282e+007 -6.19607e+007 4.20474e+008 0.679075 1.56072
1 FRACTURE_2_S 3 0.174061 1.67061 0.500224 2.94746e+009 -9.21215e+006 -3.00774e+007 4.07344e+008 0.431142 0.782136
1 FRACTURE_2_S 4 0.33033 1.8241 0.501101 2.8918e+009 5.72457e+007 720636 3.92145e+008 -2.6906 -0.0190537
1 FRACTURE_2_S 5 0.511655 1.94237 0.501613 2.86632e+009 5.69414e+007 -9.92655e+006 3.85281e+008 -2.69141 0.263591
1 FRACTURE_2_S 6 0.706414 2.02076 0.501765 2.8112e+009 7.39737e+007 -3.97811e+006 3.70703e+008 -3.53867 0.107337
1 FRACTURE_2_S 7 0.902848 2.05943 0.5016 2.80807e+009 1.52193e+007 2.46377e+006 3.69632e+008 -0.752003 -0.067983
1 FRACTURE_2_S 8 1.09768 2.06131 0.50113 2.80155e+009 7.60225e+006 -4.88457e+006 3.67913e+008 -0.377705 0.135292
1 FRACTURE_2_S 9 1.29557 2.02626 0.500305 2.77098e+009 1.06229e+007 -7.37012e+006 3.59934e+008 -0.532231 0.205892
1 FRACTURE_2_S 10 1.4933 1.95099 0.49904 2.79784e+009 -4.12086e+007 -1.40375e+007 3.67038e+008 2.00749 0.382969
1 FRACTURE_2_S 11 1.67864 1.83458 0.497462 2.78554e+009 -9.20498e+007 -1.50348e+007 3.6414e+008 4.38423 0.404523
1 FRACTURE_2_S 12 1.83847 1.68067 0.496022 2.75256e+009 -9.74919e+007 -1.59923e+007 3.55631e+008 4.68126 0.434206
1 FRACTURE_2_S 13 1.96184 1.4982 0.495101 2.76838e+009 -1.3084e+008 -1.3186e+006 3.60048e+008 6.17283 0.0354524
1 FRACTURE_2_S 14 2.04269 1.29997 0.494807 2.78319e+009 -1.47036e+008 3.53522e+006 3.64115e+008 6.84079 -0.0939431
